Id,SalePrice
1917,273444.0
1918,140469.0
1919,164551.0
1920,144532.0
1921,453516.0
1922,322049.0
1923,216017.0
1924,215281.0
1925,197407.0
1926,412739.0
1927,133168.0
1928,149205.0
1929,121616.0
1930,121670.0
1931,147816.0
1932,140037.0
1933,187063.0
1934,182388.0
1935,170140.0
1936,185947.0
1937,183493.0
1938,171425.0
1939,224754.0
1940,181711.0
1941,165345.0
1942,175195.0
1943,202197.0
1944,334178.0
1945,374158.0
1946,142783.0
1947,277736.0
1948,161247.0
1949,245998.0
1950,191158.0
1951,268358.0
1952,215502.0
1953,158045.0
1954,184491.0
1955,140097.0
1956,304945.0
1957,150904.0
1958,340648.0
1959,137766.0
1960,114853.0
1961,120713.0
1962,99946.0
1963,107479.0
1964,103337.0
1965,146987.0
1966,142754.0
1967,282746.0
1968,419604.0
1969,413923.0
1970,439209.0
1971,430698.0
1972,377800.0
1973,251112.0
1974,331405.0
1975,408461.0
1976,278446.0
1977,340010.0
1978,343770.0
1979,336725.0
1980,194657.0
1981,347238.0
1982,222254.0
1983,201170.0
1984,170745.0
1985,224704.0
1986,222359.0
1987,185727.0
1988,173812.0
1989,194926.0
1990,215560.0
1991,231365.0
1992,211402.0
1993,173581.0
1994,239046.0
1995,189535.0
1996,246323.0
1997,316887.0
1998,345445.0
1999,254899.0
2000,325595.0
2001,259529.0
2002,236875.0
2003,269940.0
2004,280834.0
2005,217258.0
2006,228880.0
2007,247086.0
2008,222430.0
2009,188310.0
2010,200678.0
2011,143688.0
2012,174816.0
2013,182060.0
2014,181299.0
2015,204300.0
2016,187473.0
2017,193406.0
2018,119171.0
2019,134037.0
2020,111436.0
2021,107746.0
2022,183588.0
2023,134194.0
2024,246049.0
2025,350706.0
2026,169745.0
2027,153689.0
2028,153370.0
2029,168166.0
2030,280617.0
2031,239220.0
2032,254615.0
2033,279637.0
2034,170795.0
2035,204088.0
2036,195549.0
2037,200872.0
2038,297092.0
2039,229960.0
2040,265951.0
2041,302058.0
2042,206739.0
2043,176712.0
2044,155855.0
2045,219320.0
2046,144990.0
2047,149043.0
2048,146052.0
2049,136507.0
2050,182756.0
2051,107192.0
2052,125308.0
2053,149871.0
2054,83840.0
2055,160618.0
2056,140013.0
2057,116838.0
2058,230474.0
2059,130247.0
2060,178654.0
2061,181142.0
2062,133652.0
2063,117084.0
2064,148723.0
2065,122621.0
2066,155333.0
2067,111082.0
2068,146829.0
2069,89283.0
2070,117443.0
2071,86205.0
2072,129462.0
2073,137814.0
2074,191466.0
2075,149464.0
2076,125501.0
2077,155361.0
2078,125037.0
2079,133320.0
2080,123559.0
2081,131280.0
2082,126173.0
2083,148784.0
2084,114296.0
2085,119273.0
2086,101962.0
2087,121929.0
2088,98605.0
2089,76406.0
2090,134126.0
2091,118698.0
2092,125703.0
2093,112713.0
2094,113789.0
2095,149689.0
2096,74795.0
2097,93580.0
2098,149894.0
2099,51179.0
2100,81737.0
2101,116053.0
2102,127241.0
2103,107172.0
2104,131759.0
2105,126158.0
2106,64013.0
2107,202751.0
2108,111584.0
2109,111359.0
2110,135118.0
2111,147019.0
2112,136108.0
2113,121233.0
2114,115688.0
2115,157398.0
2116,120249.0
2117,150442.0
2118,120311.0
2119,104916.0
2120,110828.0
2121,90525.0
2122,106351.0
2123,81727.0
2124,154564.0
2125,133780.0
2126,141866.0
2127,160688.0
2128,125621.0
2129,97216.0
2130,135497.0
2131,146492.0
2132,118211.0
2133,122663.0
2134,121437.0
2135,94134.0
2136,72571.0
2137,116870.0
2138,129919.0
2139,144567.0
2140,142284.0
2141,134322.0
2142,124964.0
2143,142071.0
2144,129050.0
2145,136728.0
2146,165462.0
2147,135413.0
2148,135738.0
2149,140393.0
2150,222780.0
2151,116345.0
2152,174752.0
2153,160774.0
2154,103237.0
2155,139886.0
2156,256703.0
2157,234207.0
2158,230402.0
2159,212604.0
2160,176878.0
2161,247000.0
2162,416330.0
2163,344810.0
2164,253751.0
2165,191979.0
2166,153141.0
2167,222592.0
2168,188350.0
2169,199509.0
2170,219532.0
2171,149182.0
2172,130721.0
2173,165794.0
2174,231333.0
2175,328613.0
2176,322568.0
2177,246681.0
2178,215350.0
2179,140602.0
2180,224819.0
2181,188266.0
2182,217890.0
2183,184923.0
2184,125130.0
2185,113187.0
2186,146934.0
2187,145693.0
2188,151552.0
2189,204248.0
2190,81692.0
2191,84431.0
2192,88158.0
2193,108115.0
2194,97996.0
2195,111354.0
2196,96430.0
2197,113867.0
2198,165791.0
2199,175282.0
2200,132354.0
2201,142694.0
2202,205698.0
2203,138993.0
2204,182147.0
2205,115447.0
2206,139002.0
2207,220002.0
2208,244487.0
2209,234092.0
2210,118660.0
2211,113031.0
2212,117027.0
2213,106105.0
2214,132961.0
2215,97675.0
2216,144468.0
2217,73843.0
2218,72625.0
2219,65213.0
2220,61228.0
2221,314783.0
2222,258771.0
2223,271927.0
2224,214221.0
2225,126945.0
2226,194937.0
2227,207383.0
2228,254828.0
2229,256748.0
2230,149569.0
2231,215541.0
2232,178673.0
2233,177820.0
2234,251407.0
2235,213254.0
2236,270585.0
2237,332311.0
2238,190649.0
2239,122363.0
2240,161921.0
2241,152263.0
2242,126904.0
2243,130125.0
2244,108011.0
2245,105409.0
2246,148059.0
2247,109633.0
2248,128865.0
2249,126364.0
2250,136933.0
2251,110580.0
2252,172482.0
2253,153586.0
2254,175557.0
2255,186339.0
2256,189219.0
2257,201995.0
2258,163020.0
2259,177684.0
2260,149288.0
2261,181933.0
2262,203454.0
2263,351010.0
2264,409663.0
2265,170919.0
2266,281054.0
2267,379515.0
2268,382830.0
2269,140579.0
2270,200776.0
2271,222963.0
2272,196277.0
2273,164714.0
2274,177043.0
2275,153756.0
2276,182999.0
2277,183255.0
2278,146914.0
2279,123161.0
2280,121361.0
2281,165607.0
2282,188097.0
2283,103853.0
2284,106075.0
2285,143908.0
2286,123439.0
2287,358312.0
2288,262151.0
2289,389717.0
2290,447533.0
2291,319665.0
2292,436045.0
2293,452207.0
2294,413820.0
2295,455770.0
2296,276742.0
2297,298058.0
2298,317243.0
2299,397182.0
2300,340413.0
2301,291943.0
2302,243466.0
2303,238410.0
2304,244588.0
2305,181845.0
2306,178854.0
2307,189108.0
2308,226106.0
2309,283679.0
2310,211843.0
2311,197729.0
2312,172720.0
2313,173110.0
2314,171414.0
2315,184453.0
2316,194278.0
2317,181041.0
2318,181170.0
2319,190061.0
2320,190202.0
2321,244708.0
2322,181173.0
2323,184722.0
2324,178035.0
2325,213458.0
2326,173767.0
2327,211993.0
2328,226912.0
2329,185845.0
2330,179830.0
2331,349042.0
2332,388169.0
2333,329480.0
2334,249414.0
2335,261255.0
2336,332901.0
2337,196871.0
2338,289708.0
2339,215072.0
2340,413918.0
2341,214466.0
2342,227514.0
2343,220691.0
2344,211282.0
2345,236897.0
2346,211590.0
2347,194714.0
2348,230620.0
2349,175090.0
2350,291704.0
2351,257788.0
2352,247480.0
2353,236650.0
2354,143362.0
2355,151834.0
2356,159436.0
2357,190457.0
2358,195971.0
2359,127303.0
2360,118405.0
2361,146264.0
2362,271596.0
2363,134847.0
2364,157266.0
2365,229689.0
2366,194977.0
2367,226947.0
2368,212155.0
2369,222328.0
2370,165601.0
2371,166431.0
2372,193297.0
2373,279282.0
2374,307866.0
2375,255520.0
2376,296254.0
2377,380292.0
2378,139066.0
2379,190360.0
2380,146514.0
2381,162241.0
2382,210085.0
2383,205295.0
2384,249666.0
2385,163432.0
2386,139839.0
2387,136261.0
2388,103074.0
2389,126431.0
2390,147643.0
2391,145812.0
2392,118080.0
2393,169648.0
2394,139096.0
2395,200564.0
2396,142548.0
2397,228073.0
2398,134736.0
2399,58558.0
2400,54997.0
2401,116505.0
2402,138251.0
2403,141039.0
2404,149015.0
2405,158762.0
2406,142027.0
2407,126259.0
2408,144981.0
2409,123328.0
2410,167274.0
2411,122775.0
2412,158511.0
2413,130016.0
2414,148115.0
2415,131672.0
2416,132000.0
2417,131881.0
2418,132383.0
2419,128450.0
2420,127613.0
2421,151064.0
2422,112471.0
2423,125143.0
2424,167165.0
2425,196718.0
2426,135825.0
2427,136483.0
2428,176288.0
2429,116913.0
2430,133815.0
2431,108249.0
2432,145804.0
2433,147131.0
2434,136899.0
2435,150414.0
2436,106354.0
2437,104131.0
2438,126622.0
2439,107343.0
2440,117423.0
2441,95637.0
2442,95593.0
2443,115713.0
2444,131281.0
2445,86042.0
2446,133575.0
2447,190965.0
2448,127039.0
2449,112462.0
2450,140482.0
2451,129852.0
2452,186724.0
2453,95450.0
2454,116897.0
2455,121095.0
2456,135629.0
2457,132838.0
2458,115688.0
2459,111750.0
2460,133927.0
2461,117910.0
2462,137390.0
2463,119526.0
2464,182553.0
2465,133257.0
2466,112143.0
2467,130228.0
2468,81954.0
2469,70811.0
2470,194259.0
2471,209495.0
2472,167386.0
2473,114667.0
2474,84498.0
2475,203621.0
2476,117454.0
2477,132522.0
2478,148119.0
2479,104662.0
2480,151798.0
2481,120695.0
2482,132841.0
2483,113647.0
2484,124269.0
2485,126852.0
2486,155818.0
2487,166526.0
2488,162360.0
2489,148599.0
2490,144714.0
2491,97996.0
2492,182574.0
2493,147623.0
2494,156337.0
2495,88000.0
2496,246686.0
2497,153467.0
2498,113987.0
2499,85323.0
2500,131325.0
2501,133950.0
2502,153004.0
2503,97039.0
2504,176103.0
2505,228399.0
2506,269730.0
2507,287115.0
2508,269050.0
2509,210705.0
2510,228875.0
2511,175886.0
2512,199475.0
2513,215706.0
2514,255445.0
2515,148320.0
2516,164894.0
2517,142625.0
2518,154237.0
2519,222202.0
2520,218351.0
2521,190043.0
2522,221936.0
2523,121064.0
2524,133955.0
2525,148247.0
2526,133478.0
2527,114876.0
2528,129523.0
2529,131526.0
2530,111800.0
2531,262207.0
2532,223784.0
2533,196221.0
2534,229639.0
2535,329247.0
2536,243274.0
2537,244457.0
2538,192173.0
2539,189067.0
2540,176208.0
2541,188824.0
2542,163380.0
2543,124279.0
2544,121822.0
2545,130071.0
2546,121883.0
2547,140046.0
2548,156690.0
2549,157212.0
2550,283886.0
2551,133643.0
2552,128401.0
2553,76019.0
2554,104183.0
2555,124122.0
2556,106292.0
2557,109515.0
2558,160696.0
2559,135322.0
2560,144053.0
2561,136769.0
2562,136000.0
2563,148135.0
2564,199424.0
2565,138504.0
2566,158928.0
2567,138495.0
2568,197419.0
2569,209039.0
2570,117341.0
2571,175393.0
2572,151753.0
2573,219025.0
2574,276060.0
2575,129050.0
2576,125242.0
2577,149896.0
2578,86231.0
2579,70615.0
2580,100585.0
2581,106388.0
2582,97686.0
2583,285924.0
2584,162548.0
2585,174673.0
2586,227540.0
2587,207695.0
2588,142748.0
2589,150521.0
2590,208300.0
2591,224134.0
2592,216651.0
2593,255315.0
2594,180354.0
2595,199652.0
2596,323805.0
2597,176588.0
2598,280321.0
2599,309648.0
2600,134121.0
2601,142947.0
2602,84192.0
2603,95930.0
2604,89129.0
2605,75840.0
2606,147136.0
2607,184216.0
2608,207306.0
2609,172225.0
2610,108094.0
2611,125024.0
2612,160317.0
2613,136584.0
2614,127220.0
2615,156229.0
2616,147659.0
2617,183374.0
2618,187953.0
2619,195455.0
2620,187598.0
2621,177734.0
2622,182770.0
2623,260287.0
2624,297565.0
2625,299737.0
2626,171631.0
2627,166709.0
2628,442152.0
2629,469889.0
2630,343529.0
2631,471294.0
2632,419783.0
2633,287144.0
2634,416204.0
2635,156715.0
2636,181606.0
2637,173353.0
2638,235756.0
2639,190394.0
2640,155522.0
2641,109936.0
2642,192285.0
2643,99798.0
2644,124538.0
2645,103953.0
2646,95562.0
2647,102574.0
2648,146223.0
2649,145139.0
2650,141971.0
2651,143253.0
2652,418767.0
2653,240152.0
2654,229991.0
2655,413299.0
2656,316946.0
2657,348007.0
2658,311602.0
2659,286660.0
2660,334356.0
2661,339985.0
2662,366933.0
2663,300700.0
2664,271120.0
2665,333635.0
2666,287827.0
2667,166345.0
2668,183696.0
2669,173206.0
2670,285398.0
2671,192507.0
2672,196314.0
2673,210401.0
2674,206718.0
2675,168492.0
2676,195355.0
2677,190329.0
2678,262291.0
2679,275877.0
2680,278864.0
2681,415554.0
2682,334877.0
2683,520446.0
2684,315244.0
2685,357430.0
2686,270036.0
2687,329434.0
2688,216518.0
2689,201910.0
2690,404917.0
2691,177067.0
2692,136947.0
2693,190200.0
2694,137046.0
2695,196011.0
2696,190019.0
2697,190789.0
2698,185276.0
2699,170908.0
2700,159019.0
2701,145703.0
2702,113568.0
2703,124612.0
2704,143246.0
2705,121327.0
2706,116710.0
2707,127448.0
2708,138279.0
2709,108017.0
2710,130400.0
2711,256527.0
2712,369836.0
2713,170400.0
2714,150346.0
2715,168868.0
2716,140258.0
2717,186716.0
2718,227053.0
2719,157610.0
2720,174449.0
2721,135900.0
2722,156097.0
2723,141733.0
2724,126704.0
2725,136266.0
2726,149483.0
2727,177584.0
2728,174685.0
2729,153652.0
2730,144832.0
2731,135930.0
2732,133202.0
2733,161682.0
2734,138601.0
2735,139419.0
2736,142828.0
2737,126806.0
2738,135836.0
2739,161312.0
2740,132965.0
2741,144473.0
2742,151821.0
2743,156327.0
2744,163249.0
2745,139350.0
2746,140925.0
2747,143301.0
2748,118725.0
2749,131234.0
2750,134556.0
2751,138897.0
2752,203304.0
2753,145599.0
2754,223469.0
2755,135935.0
2756,82670.0
2757,63903.0
2758,85224.0
2759,161909.0
2760,127722.0
2761,144908.0
2762,147413.0
2763,191842.0
2764,155937.0
2765,284040.0
2766,129648.0
2767,85780.0
2768,133631.0
2769,134114.0
2770,150806.0
2771,113669.0
2772,119647.0
2773,160966.0
2774,143143.0
2775,121603.0
2776,137933.0
2777,152054.0
2778,95170.0
2779,122819.0
2780,95721.0
2781,94743.0
2782,92433.0
2783,95676.0
2784,123721.0
2785,135628.0
2786,67232.0
2787,126781.0
2788,76184.0
2789,170848.0
2790,82681.0
2791,110465.0
2792,55271.0
2793,171791.0
2794,97479.0
2795,118942.0
2796,105471.0
2797,190630.0
2798,118236.0
2799,115704.0
2800,64656.0
2801,107003.0
2802,129516.0
2803,167225.0
2804,139034.0
2805,102284.0
2806,82193.0
2807,165230.0
2808,148848.0
2809,139770.0
2810,133325.0
2811,160964.0
2812,155537.0
2813,159842.0
2814,159613.0
2815,103491.0
2816,258548.0
2817,151880.0
2818,132535.0
2819,172396.0
2820,139187.0
2821,100760.0
2822,200920.0
2823,337992.0
2824,169675.0
2825,144861.0
2826,128700.0
2827,139698.0
2828,192990.0
2829,200207.0
2830,228519.0
2831,176154.0
2832,252388.0
2833,283957.0
2834,211562.0
2835,208778.0
2836,191531.0
2837,154338.0
2838,149298.0
2839,177025.0
2840,207014.0
2841,205653.0
2842,229035.0
2843,144671.0
2844,163494.0
2845,124431.0
2846,208735.0
2847,195281.0
2848,230777.0
2849,199928.0
2850,279376.0
2851,227146.0
2852,238997.0
2853,236577.0
2854,142559.0
2855,204370.0
2856,201893.0
2857,190045.0
2858,207334.0
2859,120630.0
2860,123043.0
2861,117673.0
2862,188188.0
2863,126803.0
2864,227488.0
2865,135615.0
2866,141701.0
2867,102020.0
2868,93370.0
2869,115170.0
2870,123602.0
2871,89262.0
2872,51462.0
2873,100677.0
2874,152410.0
2875,112322.0
2876,169214.0
2877,139306.0
2878,168761.0
2879,143658.0
2880,102329.0
2881,150566.0
2882,172461.0
2883,203060.0
2884,207617.0
2885,190906.0
2886,234657.0
2887,94624.0
2888,131071.0
2889,58771.0
2890,78128.0
2891,132310.0
2892,46819.0
2893,75498.0
2894,51904.0
2895,315516.0
2896,284409.0
2897,200852.0
2898,147926.0
2899,213147.0
2900,157681.0
2901,196155.0
2902,187317.0
2903,358347.0
2904,371953.0
2905,93395.0
2906,193673.0
2907,108601.0
2908,138542.0
2909,151253.0
2910,81187.0
2911,84595.0
2912,147372.0
2913,85614.0
2914,79217.0
2915,84362.0
2916,84428.0
2917,166523.0
2918,120375.0
2919,215407.0
